y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.004,0,0.996
1,3,0.1735,0,0.8265
1,4,0.756,0,0.244
2,1,0,0,1
2,2,0.0045,0,0.9955
2,3,0.499,0,0.501
2,4,0.982,0,0.018
3,1,0,0,1
3,2,0,0,1
3,3,0.4095,0,0.5905
3,4,0.988,0,0.012
4,1,0,0,1
4,2,0,0,1
4,3,0.001,0,0.999
4,4,0.4075,0,0.5925
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.019,0,0.981
6,1,0,0.0055,0.9945
6,2,0,0.012,0.988
6,3,0,0.0345,0.9655
6,4,0,0.12,0.88
7,1,0,0,1
7,2,0,0.001,0.999
7,3,0,0.1165,0.8835
7,4,0,0.832,0.168
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0.0895,0.9105
9,1,0,0,1
9,2,0,0,1
9,3,0,0.136,0.864
9,4,0,0.683,0.317
10,1,0,0,1
10,2,0,0,1
10,3,0,0.0045,0.9955
10,4,0,0.169,0.831
