y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.0365,0,0.9635
1,3,0.589,0,0.411
1,4,0.9825,0,0.0175
2,1,0.0005,0,0.9995
2,2,0.078,0,0.922
2,3,0.911,0,0.089
2,4,1,0,0
3,1,0,0,1
3,2,0.014,0,0.986
3,3,0.888,0,0.112
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.0235,0,0.9765
4,4,0.772,0,0.228
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.0625,0,0.9375
6,1,0,0.0565,0.9435
6,2,0,0.11,0.89
6,3,0,0.255,0.745
6,4,0,0.4315,0.5685
7,1,0,0.89,0.11
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0015,0.9985
8,2,0,0.407,0.593
8,3,0,0.996,0.004
8,4,0,1,0
9,1,0,0.002,0.998
9,2,0,0.5865,0.4135
9,3,0,0.9915,0.0085
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.385,0.615
10,4,0,0.898,0.102
