y,fzone,punt,kick,gofor
1,1,0.881,0,0.119
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.8255,0,0.1745
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.963,0,0.037
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.7585,0,0.2415
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.041,0,0.959
5,2,0.931,0,0.069
5,3,1,0,0
5,4,1,0,0
6,1,0,0.014,0.986
6,2,0.067,0.037,0.896
6,3,0.9415,0.053,0.0055
6,4,0.947,0.053,0
7,1,0,0.8515,0.1485
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.848,0.152
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.997,0.003
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.6255,0.3745
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
