y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.04,0,0.96
1,3,0.855,0,0.145
1,4,0.9985,0,0.0015
2,1,0,0,1
2,2,0.016,0,0.984
2,3,0.883,0,0.117
2,4,1,0,0
3,1,0,0,1
3,2,0.0195,0,0.9805
3,3,0.9625,0,0.0375
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.112,0,0.888
4,4,0.9675,0,0.0325
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.2965,0,0.7035
6,1,0,0.0265,0.9735
6,2,0,0.063,0.937
6,3,0,0.1695,0.8305
6,4,0.002,0.3545,0.6435
7,1,0,0.721,0.279
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.005,0.995
8,2,0,0.7485,0.2515
8,3,0,1,0
8,4,0,1,0
9,1,0,0.07,0.93
9,2,0,0.9665,0.0335
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0305,0.9695
10,3,0,0.8705,0.1295
10,4,0,0.9905,0.0095
