y,fzone,punt,kick,gofor
1,1,0.4425,0,0.5575
1,2,0.9965,0,0.0035
1,3,1,0,0
1,4,1,0,0
2,1,0.3545,0,0.6455
2,2,0.9985,0,0.0015
2,3,1,0,0
2,4,1,0,0
3,1,0.737,0,0.263
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.362,0,0.638
4,2,0.9985,0,0.0015
4,3,1,0,0
4,4,1,0,0
5,1,0.0025,0,0.9975
5,2,0.609,0,0.391
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.003,0.0345,0.9625
6,3,0.8485,0.067,0.0845
6,4,0.9325,0.0675,0
7,1,0,0.744,0.256
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.763,0.237
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.99,0.01
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.6065,0.3935
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
