y,fzone,punt,kick,gofor
1,1,0.034,0,0.966
1,2,0.8255,0,0.1745
1,3,1,0,0
1,4,1,0,0
2,1,0.0205,0,0.9795
2,2,0.827,0,0.173
2,3,1,0,0
2,4,1,0,0
3,1,0.0725,0,0.9275
3,2,0.9655,0,0.0345
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.511,0,0.489
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.751,0,0.249
5,4,0.9995,0,0.0005
6,1,0,0.01,0.99
6,2,0,0.0315,0.9685
6,3,0.0125,0.0975,0.89
6,4,0.69,0.165,0.145
7,1,0,0.3185,0.6815
7,2,0,0.9885,0.0115
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0305,0.9695
8,2,0,0.9265,0.0735
8,3,0,1,0
8,4,0,1,0
9,1,0,0.537,0.463
9,2,0,0.999,0.001
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0015,0.9985
10,2,0,0.616,0.384
10,3,0,0.9905,0.0095
10,4,0,1,0
