y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0235,0,0.9765
1,3,0.9455,0,0.0545
1,4,1,0,0
2,1,0,0,1
2,2,0.0815,0,0.9185
2,3,0.996,0,0.004
2,4,1,0,0
3,1,0,0,1
3,2,0.149,0,0.851
3,3,0.998,0,0.002
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.4805,0,0.5195
4,4,0.9975,0,0.0025
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.424,0,0.576
6,1,0,0.0055,0.9945
6,2,0,0.01,0.99
6,3,0,0.0425,0.9575
6,4,0.0035,0.1465,0.85
7,1,0,0,1
7,2,0,0.083,0.917
7,3,0,0.9845,0.0155
7,4,0,1,0
8,1,0,0,1
8,2,0,0.001,0.999
8,3,0,0.863,0.137
8,4,0,0.9995,0.0005
9,1,0,0.008,0.992
9,2,0,0.751,0.249
9,3,0,0.998,0.002
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0615,0.9385
10,3,0,0.884,0.116
10,4,0,0.9885,0.0115
