y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.0005,0,0.9995
1,4,0.0075,0,0.9925
2,1,0,0,1
2,2,0,0,1
2,3,0,0,1
2,4,0.0085,0,0.9915
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0.0055,0,0.9945
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0,0,1
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0,0,1
6,1,0,0.044,0.956
6,2,0,0.0885,0.9115
6,3,0,0.1885,0.8115
6,4,0,0.3435,0.6565
7,1,0,0.1595,0.8405
7,2,0,0.4215,0.5785
7,3,0,0.804,0.196
7,4,0,0.983,0.017
8,1,0,0.001,0.999
8,2,0,0.009,0.991
8,3,0,0.117,0.883
8,4,0,0.5685,0.4315
9,1,0,0,1
9,2,0,0.0035,0.9965
9,3,0,0.286,0.714
9,4,0,0.793,0.207
10,1,0,0,1
10,2,0,0,1
10,3,0,0.004,0.996
10,4,0,0.154,0.846
