y,fzone,punt,kick,gofor
1,1,0.0035,0,0.9965
1,2,0.6015,0,0.3985
1,3,1,0,0
1,4,1,0,0
2,1,0.0045,0,0.9955
2,2,0.603,0,0.397
2,3,1,0,0
2,4,1,0,0
3,1,0.0215,0,0.9785
3,2,0.9035,0,0.0965
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.3395,0,0.6605
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.6685,0,0.3315
5,4,0.9985,0,0.0015
6,1,0,0.008,0.992
6,2,0,0.0235,0.9765
6,3,0.01,0.0765,0.9135
6,4,0.687,0.1475,0.1655
7,1,0,0.07,0.93
7,2,0,0.92,0.08
7,3,0,1,0
7,4,0,1,0
8,1,0,0.002,0.998
8,2,0,0.644,0.356
8,3,0,1,0
8,4,0,1,0
9,1,0,0.283,0.717
9,2,0,0.9885,0.0115
9,3,0,1,0
9,4,0,1,0
10,1,0,0.001,0.999
10,2,0,0.4135,0.5865
10,3,0,0.9775,0.0225
10,4,0,0.999,0.001
