y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.0105,0,0.9895
1,4,0.4675,0,0.5325
2,1,0,0,1
2,2,0,0,1
2,3,0.075,0,0.925
2,4,0.8905,0,0.1095
3,1,0,0,1
3,2,0.0005,0,0.9995
3,3,0.701,0,0.299
3,4,0.999,0,0.001
4,1,0,0,1
4,2,0,0,1
4,3,0.085,0,0.915
4,4,0.9245,0,0.0755
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.357,0,0.643
6,1,0,0.0215,0.9785
6,2,0,0.051,0.949
6,3,0,0.1355,0.8645
6,4,0.0045,0.2925,0.703
7,1,0,0.1745,0.8255
7,2,0,0.9415,0.0585
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0085,0.9915
8,3,0,0.9345,0.0655
8,4,0,1,0
9,1,0,0.0005,0.9995
9,2,0,0.331,0.669
9,3,0,0.966,0.034
9,4,0,0.998,0.002
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.306,0.694
10,4,0,0.861,0.139
