y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.074,0,0.926
1,3,0.8435,0,0.1565
1,4,0.997,0,0.003
2,1,0.0005,0,0.9995
2,2,0.1835,0,0.8165
2,3,0.9935,0,0.0065
2,4,1,0,0
3,1,0,0,1
3,2,0.0735,0,0.9265
3,3,0.9915,0,0.0085
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.1025,0,0.8975
4,4,0.9495,0,0.0505
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.169,0,0.831
6,1,0,0,1
6,2,0,0.0005,0.9995
6,3,0,0.0045,0.9955
6,4,0.0005,0.014,0.9855
7,1,0,0,1
7,2,0,0,1
7,3,0,0,1
7,4,0,0.01,0.99
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0,1
9,1,0,0,1
9,2,0,0,1
9,3,0,0.0095,0.9905
9,4,0,0.2145,0.7855
10,1,0,0,1
10,2,0,0,1
10,3,0,0.0005,0.9995
10,4,0,0.045,0.955
