y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0775,0,0.9225
1,3,0.959,0,0.041
1,4,1,0,0
2,1,0,0,1
2,2,0.039,0,0.961
2,3,0.968,0,0.032
2,4,1,0,0
3,1,0,0,1
3,2,0.0835,0,0.9165
3,3,0.994,0,0.006
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.511,0,0.489
4,4,0.997,0,0.003
5,1,0,0,1
5,2,0,0,1
5,3,0.0045,0,0.9955
5,4,0.6765,0,0.3235
6,1,0,0.009,0.991
6,2,0,0.0295,0.9705
6,3,0,0.0965,0.9035
6,4,0.032,0.2455,0.7225
7,1,0,0.0895,0.9105
7,2,0,0.8895,0.1105
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.244,0.756
8,3,0,0.996,0.004
8,4,0,1,0
9,1,0,0.0335,0.9665
9,2,0,0.889,0.111
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0415,0.9585
10,3,0,0.846,0.154
10,4,0,0.9865,0.0135
