y,fzone,punt,kick,gofor
1,1,0.976,0,0.024
1,2,0.976,0,0.024
1,3,0.976,0,0.024
1,4,0.976,0,0.024
2,1,0.4115,0,0.5885
2,2,0.716,0,0.284
2,3,0.9195,0,0.0805
2,4,0.971,0,0.029
3,1,0.038,0,0.962
3,2,0.1135,0,0.8865
3,3,0.2975,0,0.7025
3,4,0.527,0,0.473
4,1,0.0215,0,0.9785
4,2,0.026,0,0.974
4,3,0.0345,0,0.9655
4,4,0.051,0,0.949
5,1,0.0215,0,0.9785
5,2,0.0315,0,0.9685
5,3,0.0395,0,0.9605
5,4,0.062,0,0.938
6,1,0.146,0.013,0.841
6,2,0.2775,0.027,0.6955
6,3,0.361,0.071,0.568
6,4,0.4375,0.1495,0.413
7,1,0.016,0.9025,0.0815
7,2,0.02,0.943,0.037
7,3,0.0445,0.9535,0.002
7,4,0.0455,0.9545,0
8,1,0,0.9275,0.0725
8,2,0,0.9545,0.0455
8,3,0,0.9675,0.0325
8,4,0,0.971,0.029
9,1,0,0.9635,0.0365
9,2,0,0.97,0.03
9,3,0,0.971,0.029
9,4,0,0.9715,0.0285
10,1,0,0.963,0.037
10,2,0,0.9665,0.0335
10,3,0,0.9695,0.0305
10,4,0,0.97,0.03
