y,fzone,punt,kick,gofor
1,1,0.3675,0,0.6325
1,2,0.9935,0,0.0065
1,3,1,0,0
1,4,1,0,0
2,1,0.271,0,0.729
2,2,0.994,0,0.006
2,3,1,0,0
2,4,1,0,0
3,1,0.5815,0,0.4185
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.135,0,0.865
4,2,0.991,0,0.009
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.22,0,0.78
5,3,0.9985,0,0.0015
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0,0.034,0.966
6,3,0.5065,0.086,0.4075
6,4,0.9025,0.0955,0.002
7,1,0,0.626,0.374
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.402,0.598
8,2,0,0.999,0.001
8,3,0,1,0
8,4,0,1,0
9,1,0,0.94,0.06
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.1355,0.8645
10,2,0,0.9775,0.0225
10,3,0,0.9995,0.0005
10,4,0,1,0
