y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.1965,0,0.8035
1,3,0.986,0,0.014
1,4,1,0,0
2,1,0,0,1
2,2,0.1575,0,0.8425
2,3,0.997,0,0.003
2,4,1,0,0
3,1,0,0,1
3,2,0.303,0,0.697
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0005,0,0.9995
4,3,0.8055,0,0.1945
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.0165,0,0.9835
5,4,0.8355,0,0.1645
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.0835,0.9165
6,4,0.0685,0.218,0.7135
7,1,0,0.016,0.984
7,2,0,0.728,0.272
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.015,0.985
8,3,0,0.973,0.027
8,4,0,1,0
9,1,0,0.003,0.997
9,2,0,0.683,0.317
9,3,0,0.9945,0.0055
9,4,0,1,0
10,1,0,0,1
10,2,0,0.006,0.994
10,3,0,0.68,0.32
10,4,0,0.9645,0.0355
