y,fzone,punt,kick,gofor
1,1,0.082,0,0.918
1,2,0.9125,0,0.0875
1,3,1,0,0
1,4,1,0,0
2,1,0.033,0,0.967
2,2,0.8395,0,0.1605
2,3,1,0,0
2,4,1,0,0
3,1,0.6045,0,0.3955
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.617,0,0.383
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.4755,0,0.5245
5,2,0.9995,0,0.0005
5,3,1,0,0
5,4,1,0,0
6,1,0.033,0.028,0.939
6,2,0.8845,0.0495,0.066
6,3,0.9505,0.0495,0
6,4,0.9505,0.0495,0
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
