y,fzone,punt,kick,gofor
1,1,0.3245,0,0.6755
1,2,0.9905,0,0.0095
1,3,1,0,0
1,4,1,0,0
2,1,0.1845,0,0.8155
2,2,0.9855,0,0.0145
2,3,1,0,0
2,4,1,0,0
3,1,0.4945,0,0.5055
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.1125,0,0.8875
4,2,0.989,0,0.011
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.278,0,0.722
5,3,0.999,0,0.001
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0,0.0355,0.9645
6,3,0.6255,0.0865,0.288
6,4,0.9075,0.0915,0.001
7,1,0,0.83,0.17
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.8845,0.1155
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.999,0.001
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.817,0.183
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
