y,fzone,punt,kick,gofor
1,1,0.9915,0,0.0085
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.9965,0,0.0035
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,1,0,0
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.9995,0,0.0005
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.9345,0,0.0655
5,2,1,0,0
5,3,1,0,0
5,4,1,0,0
6,1,0.382,0.0095,0.6085
6,2,0.9885,0.0105,0.001
6,3,0.9895,0.0105,0
6,4,0.9895,0.0105,0
7,1,0,0.508,0.492
7,2,0,0.997,0.003
7,3,0,1,0
7,4,0,1,0
8,1,0,0.336,0.664
8,2,0,0.994,0.006
8,3,0,1,0
8,4,0,1,0
9,1,0,0.866,0.134
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0965,0.9035
10,2,0,0.842,0.158
10,3,0,0.996,0.004
10,4,0,1,0
