y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0695,0,0.9305
1,3,0.9475,0,0.0525
1,4,1,0,0
2,1,0,0,1
2,2,0.054,0,0.946
2,3,0.973,0,0.027
2,4,1,0,0
3,1,0,0,1
3,2,0.104,0,0.896
3,3,0.996,0,0.004
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.5175,0,0.4825
4,4,0.997,0,0.003
5,1,0,0,1
5,2,0,0,1
5,3,0.004,0,0.996
5,4,0.6415,0,0.3585
6,1,0,0.008,0.992
6,2,0,0.023,0.977
6,3,0,0.0725,0.9275
6,4,0.024,0.2,0.776
7,1,0,0.0035,0.9965
7,2,0,0.4295,0.5705
7,3,0,0.996,0.004
7,4,0,1,0
8,1,0,0,1
8,2,0,0.001,0.999
8,3,0,0.7905,0.2095
8,4,0,0.9985,0.0015
9,1,0,0.0005,0.9995
9,2,0,0.408,0.592
9,3,0,0.974,0.026
9,4,0,0.997,0.003
10,1,0,0,1
10,2,0,0.001,0.999
10,3,0,0.5165,0.4835
10,4,0,0.926,0.074
