y,fzone,punt,kick,gofor
1,1,0.8235,0,0.1765
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.739,0,0.261
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.954,0,0.046
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.7675,0,0.2325
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.0655,0,0.9345
5,2,0.956,0,0.044
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.1325,0.033,0.8345
6,3,0.9485,0.0495,0.002
6,4,0.9505,0.0495,0
7,1,0,0.83,0.17
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.894,0.106
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.999,0.001
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.83,0.17
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
