y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.004,0,0.996
1,3,0.2235,0,0.7765
1,4,0.87,0,0.13
2,1,0,0,1
2,2,0.0025,0,0.9975
2,3,0.5085,0,0.4915
2,4,0.986,0,0.014
3,1,0,0,1
3,2,0,0,1
3,3,0.518,0,0.482
3,4,0.9965,0,0.0035
4,1,0,0,1
4,2,0,0,1
4,3,0.002,0,0.998
4,4,0.5105,0,0.4895
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.0545,0,0.9455
6,1,0,0.0135,0.9865
6,2,0,0.03,0.97
6,3,0,0.0945,0.9055
6,4,0,0.234,0.766
7,1,0,0.0115,0.9885
7,2,0,0.2325,0.7675
7,3,0,0.907,0.093
7,4,0,0.9985,0.0015
8,1,0,0,1
8,2,0,0,1
8,3,0,0.21,0.79
8,4,0,0.8935,0.1065
9,1,0,0,1
9,2,0,0.0425,0.9575
9,3,0,0.7275,0.2725
9,4,0,0.9665,0.0335
10,1,0,0,1
10,2,0,0,1
10,3,0,0.1175,0.8825
10,4,0,0.6675,0.3325
