y,fzone,punt,kick,gofor
1,1,0.7915,0,0.2085
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.6875,0,0.3125
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9245,0,0.0755
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.693,0,0.307
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.031,0,0.969
5,2,0.915,0,0.085
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.0605,0.0345,0.905
6,3,0.9425,0.053,0.0045
6,4,0.947,0.053,0
7,1,0,0.8355,0.1645
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.8895,0.1105
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9985,0.0015
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.7895,0.2105
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
