y,fzone,punt,kick,gofor
1,1,0.979,0,0.021
1,2,0.979,0,0.021
1,3,0.979,0,0.021
1,4,0.979,0,0.021
2,1,0.9805,0,0.0195
2,2,0.983,0,0.017
2,3,0.983,0,0.017
2,4,0.983,0,0.017
3,1,0.9845,0,0.0155
3,2,0.9855,0,0.0145
3,3,0.9855,0,0.0145
3,4,0.9855,0,0.0145
4,1,0.9825,0,0.0175
4,2,0.987,0,0.013
4,3,0.987,0,0.013
4,4,0.987,0,0.013
5,1,0.6485,0,0.3515
5,2,0.939,0,0.061
5,3,0.989,0,0.011
5,4,0.9905,0,0.0095
6,1,0.759,0.0025,0.2385
6,2,0.9685,0.0025,0.029
6,3,0.9925,0.0025,0.005
6,4,0.9925,0.0025,0.005
7,1,0.033,0.006,0.961
7,2,0.3205,0.0485,0.631
7,3,0.596,0.381,0.023
7,4,0.5995,0.4,0.0005
8,1,0,0.008,0.992
8,2,0,0.008,0.992
8,3,0,0.0475,0.9525
8,4,0,0.7405,0.2595
9,1,0,0.0085,0.9915
9,2,0,0.038,0.962
9,3,0,0.419,0.581
9,4,0,0.7565,0.2435
10,1,0,0.0125,0.9875
10,2,0,0.068,0.932
10,3,0,0.2655,0.7345
10,4,0,0.458,0.542
