y,fzone,punt,kick,gofor
1,1,0.042,0,0.958
1,2,0.8465,0,0.1535
1,3,1,0,0
1,4,1,0,0
2,1,0.0225,0,0.9775
2,2,0.8445,0,0.1555
2,3,1,0,0
2,4,1,0,0
3,1,0.0835,0,0.9165
3,2,0.976,0,0.024
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.5555,0,0.4445
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.7955,0,0.2045
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.0265,0.9735
6,3,0.018,0.09,0.892
6,4,0.7345,0.1565,0.109
7,1,0,0.227,0.773
7,2,0,0.981,0.019
7,3,0,1,0
7,4,0,1,0
8,1,0,0.015,0.985
8,2,0,0.866,0.134
8,3,0,1,0
8,4,0,1,0
9,1,0,0.4595,0.5405
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0015,0.9985
10,2,0,0.5495,0.4505
10,3,0,0.988,0.012
10,4,0,0.9995,0.0005
