y,fzone,punt,kick,gofor
1,1,1,0,0
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,1,0,0
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.995,0,0.005
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.4705,0,0.5295
4,2,0.916,0,0.084
4,3,0.997,0,0.003
4,4,1,0,0
5,1,0.3195,0,0.6805
5,2,0.8085,0,0.1915
5,3,0.9885,0,0.0115
5,4,0.9995,0,0.0005
6,1,0.433,0.0135,0.5535
6,2,0.8995,0.016,0.0845
6,3,0.98,0.0175,0.0025
6,4,0.9825,0.0175,0
7,1,0,0.998,0.002
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
