y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0,0,1
1,4,0,0,1
2,1,0,0,1
2,2,0,0,1
2,3,0,0,1
2,4,0,0,1
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0.0005,0,0.9995
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0.002,0,0.998
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.1275,0,0.8725
6,1,0,0.0085,0.9915
6,2,0,0.026,0.974
6,3,0,0.0845,0.9155
6,4,0,0.22,0.78
7,1,0,0.0015,0.9985
7,2,0,0.364,0.636
7,3,0,0.995,0.005
7,4,0,1,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0.55,0.45
8,4,0,0.998,0.002
9,1,0,0,1
9,2,0,0.215,0.785
9,3,0,0.943,0.057
9,4,0,0.992,0.008
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.3455,0.6545
10,4,0,0.8725,0.1275
