y,fzone,punt,kick,gofor
1,1,0.0095,0,0.9905
1,2,0.6975,0,0.3025
1,3,1,0,0
1,4,1,0,0
2,1,0.007,0,0.993
2,2,0.6615,0,0.3385
2,3,1,0,0
2,4,1,0,0
3,1,0.025,0,0.975
3,2,0.9075,0,0.0925
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.237,0,0.763
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.5325,0,0.4675
5,4,0.997,0,0.003
6,1,0,0.0095,0.9905
6,2,0,0.0265,0.9735
6,3,0.0015,0.0875,0.911
6,4,0.549,0.1805,0.2705
7,1,0,0.1465,0.8535
7,2,0,0.9615,0.0385
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0035,0.9965
8,2,0,0.6675,0.3325
8,3,0,1,0
8,4,0,1,0
9,1,0,0.2625,0.7375
9,2,0,0.991,0.009
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.327,0.673
10,3,0,0.971,0.029
10,4,0,0.9985,0.0015
