y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.0065,0,0.9935
1,4,0.137,0,0.863
2,1,0,0,1
2,2,0,0,1
2,3,0.0125,0,0.9875
2,4,0.457,0,0.543
3,1,0,0,1
3,2,0,0,1
3,3,0.0025,0,0.9975
3,4,0.4515,0,0.5485
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0.021,0,0.979
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.0005,0,0.9995
6,1,0,0.017,0.983
6,2,0,0.039,0.961
6,3,0,0.095,0.905
6,4,0,0.2245,0.7755
7,1,0,0.032,0.968
7,2,0,0.1575,0.8425
7,3,0,0.5635,0.4365
7,4,0,0.898,0.102
8,1,0,0,1
8,2,0,0.0015,0.9985
8,3,0,0.0495,0.9505
8,4,0,0.399,0.601
9,1,0,0,1
9,2,0,0.002,0.998
9,3,0,0.258,0.742
9,4,0,0.755,0.245
10,1,0,0,1
10,2,0,0,1
10,3,0,0.0055,0.9945
10,4,0,0.18,0.82
