y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0425,0,0.9575
1,3,0.909,0,0.091
1,4,1,0,0
2,1,0,0,1
2,2,0,0,1
2,3,0.5255,0,0.4745
2,4,0.996,0,0.004
3,1,0,0,1
3,2,0,0,1
3,3,0.6485,0,0.3515
3,4,0.998,0,0.002
4,1,0,0,1
4,2,0,0,1
4,3,0.0155,0,0.9845
4,4,0.822,0,0.178
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.2545,0,0.7455
6,1,0,0.007,0.993
6,2,0,0.0175,0.9825
6,3,0,0.055,0.945
6,4,0.005,0.1655,0.8295
7,1,0,0,1
7,2,0,0.105,0.895
7,3,0,0.979,0.021
7,4,0,1,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0.581,0.419
8,4,0,0.9985,0.0015
9,1,0,0.0005,0.9995
9,2,0,0.338,0.662
9,3,0,0.9625,0.0375
9,4,0,0.998,0.002
10,1,0,0,1
10,2,0,0.0015,0.9985
10,3,0,0.537,0.463
10,4,0,0.935,0.065
