y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.092,0,0.908
1,3,0.9655,0,0.0345
1,4,1,0,0
2,1,0,0,1
2,2,0.051,0,0.949
2,3,0.9745,0,0.0255
2,4,1,0,0
3,1,0,0,1
3,2,0.104,0,0.896
3,3,0.996,0,0.004
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.5735,0,0.4265
4,4,0.998,0,0.002
5,1,0,0,1
5,2,0,0,1
5,3,0.0045,0,0.9955
5,4,0.714,0,0.286
6,1,0,0.0085,0.9915
6,2,0,0.028,0.972
6,3,0,0.091,0.909
6,4,0.0405,0.2385,0.721
7,1,0,0.0635,0.9365
7,2,0,0.8745,0.1255
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.204,0.796
8,3,0,0.996,0.004
8,4,0,1,0
9,1,0,0.032,0.968
9,2,0,0.8835,0.1165
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0405,0.9595
10,3,0,0.846,0.154
10,4,0,0.986,0.014
