y,fzone,punt,kick,gofor
1,1,0.0395,0,0.9605
1,2,0.8305,0,0.1695
1,3,1,0,0
1,4,1,0,0
2,1,0.018,0,0.982
2,2,0.7685,0,0.2315
2,3,1,0,0
2,4,1,0,0
3,1,0.058,0,0.942
3,2,0.9505,0,0.0495
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.4555,0,0.5445
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.7505,0,0.2495
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.029,0.971
6,3,0.0155,0.091,0.8935
6,4,0.722,0.159,0.119
7,1,0,0.2765,0.7235
7,2,0,0.9845,0.0155
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0275,0.9725
8,2,0,0.9115,0.0885
8,3,0,1,0
8,4,0,1,0
9,1,0,0.5265,0.4735
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.002,0.998
10,2,0,0.6035,0.3965
10,3,0,0.9905,0.0095
10,4,0,1,0
