y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.457,0,0.543
1,3,0.9985,0,0.0015
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.403,0,0.597
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0045,0,0.9955
3,2,0.68,0,0.32
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.033,0,0.967
4,3,0.9885,0,0.0115
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.1835,0,0.8165
5,4,0.9805,0,0.0195
6,1,0,0.009,0.991
6,2,0,0.025,0.975
6,3,0,0.085,0.915
6,4,0.2595,0.2055,0.535
7,1,0,0.0555,0.9445
7,2,0,0.8905,0.1095
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.257,0.743
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.061,0.939
9,2,0,0.9395,0.0605
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0975,0.9025
10,3,0,0.9035,0.0965
10,4,0,0.9885,0.0115
