y,fzone,punt,kick,gofor
1,1,0.9795,0,0.0205
1,2,0.9795,0,0.0205
1,3,0.9795,0,0.0205
1,4,0.9795,0,0.0205
2,1,0.983,0,0.017
2,2,0.983,0,0.017
2,3,0.983,0,0.017
2,4,0.983,0,0.017
3,1,0.9825,0,0.0175
3,2,0.9855,0,0.0145
3,3,0.9855,0,0.0145
3,4,0.9855,0,0.0145
4,1,0.2885,0,0.7115
4,2,0.6435,0,0.3565
4,3,0.9045,0,0.0955
4,4,0.975,0,0.025
5,1,0.131,0,0.869
5,2,0.3545,0,0.6455
5,3,0.668,0,0.332
5,4,0.866,0,0.134
6,1,0.346,0.0095,0.6445
6,2,0.6465,0.0145,0.339
6,3,0.8625,0.025,0.1125
6,4,0.9325,0.0325,0.035
7,1,0.006,0.968,0.026
7,2,0.023,0.9715,0.0055
7,3,0.0285,0.9715,0
7,4,0.0285,0.9715,0
8,1,0,0.9715,0.0285
8,2,0,0.9715,0.0285
8,3,0,0.9715,0.0285
8,4,0,0.9715,0.0285
9,1,0,0.9715,0.0285
9,2,0,0.9715,0.0285
9,3,0,0.9715,0.0285
9,4,0,0.9715,0.0285
10,1,0,0.9715,0.0285
10,2,0,0.9715,0.0285
10,3,0,0.9715,0.0285
10,4,0,0.9715,0.0285
