y,fzone,punt,kick,gofor
1,1,0.5745,0,0.4255
1,2,0.9995,0,0.0005
1,3,1,0,0
1,4,1,0,0
2,1,0.45,0,0.55
2,2,0.9995,0,0.0005
2,3,1,0,0
2,4,1,0,0
3,1,0.7755,0,0.2245
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.3175,0,0.6825
4,2,0.9985,0,0.0015
4,3,1,0,0
4,4,1,0,0
5,1,0.001,0,0.999
5,2,0.5045,0,0.4955
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0115,0.9885
6,2,0.0005,0.034,0.9655
6,3,0.758,0.0715,0.1705
6,4,0.928,0.072,0
7,1,0,0.646,0.354
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.4735,0.5265
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9575,0.0425
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.2015,0.7985
10,2,0,0.986,0.014
10,3,0,1,0
10,4,0,1,0
