y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.032,0,0.968
1,4,0.416,0,0.584
2,1,0,0,1
2,2,0,0,1
2,3,0.073,0,0.927
2,4,0.778,0,0.222
3,1,0,0,1
3,2,0,0,1
3,3,0.0835,0,0.9165
3,4,0.8875,0,0.1125
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0.177,0,0.823
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.0195,0,0.9805
6,1,0,0.095,0.905
6,2,0,0.1795,0.8205
6,3,0,0.342,0.658
6,4,0,0.506,0.494
7,1,0,0.9955,0.0045
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.364,0.636
8,2,0,0.9455,0.0545
8,3,0,1,0
8,4,0,1,0
9,1,0,0.2495,0.7505
9,2,0,0.9465,0.0535
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0445,0.9555
10,3,0,0.7805,0.2195
10,4,0,0.9785,0.0215
