y,fzone,punt,kick,gofor
1,1,0.98,0,0.02
1,2,0.98,0,0.02
1,3,0.98,0,0.02
1,4,0.9805,0,0.0195
2,1,0.982,0,0.018
2,2,0.9835,0,0.0165
2,3,0.9835,0,0.0165
2,4,0.9835,0,0.0165
3,1,0.985,0,0.015
3,2,0.9855,0,0.0145
3,3,0.9855,0,0.0145
3,4,0.9855,0,0.0145
4,1,0.9865,0,0.0135
4,2,0.987,0,0.013
4,3,0.987,0,0.013
4,4,0.987,0,0.013
5,1,0.763,0,0.237
5,2,0.973,0,0.027
5,3,0.99,0,0.01
5,4,0.9905,0,0.0095
6,1,0.821,0.002,0.177
6,2,0.9835,0.002,0.0145
6,3,0.993,0.002,0.005
6,4,0.993,0.002,0.005
7,1,0.0355,0.0055,0.959
7,2,0.3635,0.008,0.6285
7,3,0.8045,0.1375,0.058
7,4,0.822,0.173,0.005
8,1,0,0.0065,0.9935
8,2,0,0.0065,0.9935
8,3,0,0.0065,0.9935
8,4,0,0.1985,0.8015
9,1,0,0.008,0.992
9,2,0,0.0095,0.9905
9,3,0,0.1205,0.8795
9,4,0,0.4175,0.5825
10,1,0,0.0095,0.9905
10,2,0,0.018,0.982
10,3,0,0.085,0.915
10,4,0,0.2155,0.7845
