y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0465,0,0.9535
1,3,0.903,0,0.097
1,4,0.9995,0,0.0005
2,1,0.022,0,0.978
2,2,0.704,0,0.296
2,3,0.9985,0,0.0015
2,4,1,0,0
3,1,0.193,0,0.807
3,2,0.965,0,0.035
3,3,1,0,0
3,4,1,0,0
4,1,0.071,0,0.929
4,2,0.8775,0,0.1225
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.0215,0,0.9785
5,3,0.9135,0,0.0865
5,4,0.9995,0,0.0005
6,1,0,0.069,0.931
6,2,0,0.1425,0.8575
6,3,0.023,0.293,0.684
6,4,0.4975,0.397,0.1055
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
