y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.102,0,0.898
1,4,0.876,0,0.124
2,1,0,0,1
2,2,0,0,1
2,3,0.434,0,0.566
2,4,0.9865,0,0.0135
3,1,0,0,1
3,2,0.013,0,0.987
3,3,0.7375,0,0.2625
3,4,0.9965,0,0.0035
4,1,0,0,1
4,2,0.0015,0,0.9985
4,3,0.475,0,0.525
4,4,0.9895,0,0.0105
5,1,0,0,1
5,2,0,0,1
5,3,0.0035,0,0.9965
5,4,0.3745,0,0.6255
6,1,0,0.069,0.931
6,2,0,0.1415,0.8585
6,3,0,0.2855,0.7145
6,4,0.001,0.4555,0.5435
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
