y,fzone,punt,kick,gofor
1,1,0.989,0,0.011
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.963,0,0.037
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9745,0,0.0255
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.5465,0,0.4535
4,2,0.99,0,0.01
4,3,1,0,0
4,4,1,0,0
5,1,0.007,0,0.993
5,2,0.435,0,0.565
5,3,0.9895,0,0.0105
5,4,1,0,0
6,1,0,0.0695,0.9305
6,2,0,0.142,0.858
6,3,0.2615,0.273,0.4655
6,4,0.6685,0.315,0.0165
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
