y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.389,0,0.611
1,4,0.9955,0,0.0045
2,1,0,0,1
2,2,0.333,0,0.667
2,3,1,0,0
2,4,1,0,0
3,1,0.067,0,0.933
3,2,0.9755,0,0.0245
3,3,1,0,0
3,4,1,0,0
4,1,0.042,0,0.958
4,2,0.962,0,0.038
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0855,0,0.9145
5,3,0.9965,0,0.0035
5,4,1,0,0
6,1,0,0.031,0.969
6,2,0,0.069,0.931
6,3,0.266,0.1635,0.5705
6,4,0.813,0.182,0.005
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
