y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.003,0,0.997
1,3,0.6125,0,0.3875
1,4,0.993,0,0.007
2,1,0.0005,0,0.9995
2,2,0.2545,0,0.7455
2,3,0.984,0,0.016
2,4,1,0,0
3,1,0.02,0,0.98
3,2,0.634,0,0.366
3,3,0.997,0,0.003
3,4,1,0,0
4,1,0.0045,0,0.9955
4,2,0.3895,0,0.6105
4,3,0.991,0,0.009
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.383,0,0.617
5,4,0.972,0,0.028
6,1,0,0.074,0.926
6,2,0,0.148,0.852
6,3,0,0.303,0.697
6,4,0.1425,0.4515,0.406
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
