y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.409,0,0.591
1,3,0.996,0,0.004
1,4,1,0,0
2,1,0.2915,0,0.7085
2,2,0.992,0,0.008
2,3,1,0,0
2,4,1,0,0
3,1,0.8615,0,0.1385
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.8615,0,0.1385
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.102,0,0.898
5,2,0.9655,0,0.0345
5,3,1,0,0
5,4,1,0,0
6,1,0,0.014,0.986
6,2,0.06,0.0365,0.9035
6,3,0.942,0.052,0.006
6,4,0.948,0.052,0
7,1,0,0.6045,0.3955
7,2,0,0.995,0.005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.263,0.737
8,2,0,0.973,0.027
8,3,0,1,0
8,4,0,1,0
9,1,0,0.707,0.293
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0095,0.9905
10,2,0,0.643,0.357
10,3,0,0.9875,0.0125
10,4,0,1,0
