y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.634,0,0.366
1,4,0.9995,0,0.0005
2,1,0,0,1
2,2,0.0965,0,0.9035
2,3,0.9965,0,0.0035
2,4,1,0,0
3,1,0.0095,0,0.9905
3,2,0.877,0,0.123
3,3,1,0,0
3,4,1,0,0
4,1,0.008,0,0.992
4,2,0.8615,0,0.1385
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0135,0,0.9865
5,3,0.9755,0,0.0245
5,4,1,0,0
6,1,0,0.0655,0.9345
6,2,0,0.1295,0.8705
6,3,0.103,0.2555,0.6415
6,4,0.6785,0.313,0.0085
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
