y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.009,0,0.991
1,3,0.848,0,0.152
1,4,1,0,0
2,1,0.0155,0,0.9845
2,2,0.746,0,0.254
2,3,0.999,0,0.001
2,4,1,0,0
3,1,0.5645,0,0.4355
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.976,0,0.024
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.97,0,0.03
5,2,1,0,0
5,3,1,0,0
5,4,1,0,0
6,1,0.483,0,0.517
6,2,0.9995,0,0.0005
6,3,1,0,0
6,4,1,0,0
7,1,0,0,1
7,2,0.1085,0,0.8915
7,3,0.988,0,0.012
7,4,1,0,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0,1
9,1,0,0,1
9,2,0,0,1
9,3,0,0,1
9,4,0,0,1
10,1,0,0,1
10,2,0,0,1
10,3,0,0,1
10,4,0,0,1
