y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0615,0,0.9385
1,3,0.932,0,0.068
1,4,0.9995,0,0.0005
2,1,0.019,0,0.981
2,2,0.731,0,0.269
2,3,0.999,0,0.001
2,4,1,0,0
3,1,0.146,0,0.854
3,2,0.974,0,0.026
3,3,1,0,0
3,4,1,0,0
4,1,0.0415,0,0.9585
4,2,0.902,0,0.098
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.02,0,0.98
5,3,0.9545,0,0.0455
5,4,1,0,0
6,1,0,0.066,0.934
6,2,0,0.1385,0.8615
6,3,0.051,0.281,0.668
6,4,0.6035,0.351,0.0455
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
