y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0535,0,0.9465
1,3,0.934,0,0.066
1,4,0.9995,0,0.0005
2,1,0.011,0,0.989
2,2,0.6915,0,0.3085
2,3,0.999,0,0.001
2,4,1,0,0
3,1,0.102,0,0.898
3,2,0.958,0,0.042
3,3,1,0,0
3,4,1,0,0
4,1,0.0265,0,0.9735
4,2,0.872,0,0.128
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0105,0,0.9895
5,3,0.9505,0,0.0495
5,4,1,0,0
6,1,0,0.066,0.934
6,2,0,0.1375,0.8625
6,3,0.0515,0.2775,0.671
6,4,0.617,0.3485,0.0345
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
