y,fzone,punt,kick,gofor
1,1,0.583,0,0.417
1,2,0.9925,0,0.0075
1,3,1,0,0
1,4,1,0,0
2,1,0.1125,0,0.8875
2,2,0.8155,0,0.1845
2,3,0.998,0,0.002
2,4,1,0,0
3,1,0.0915,0,0.9085
3,2,0.8185,0,0.1815
3,3,0.9985,0,0.0015
3,4,1,0,0
4,1,0.004,0,0.996
4,2,0.4085,0,0.5915
4,3,0.9945,0,0.0055
4,4,1,0,0
5,1,0,0,1
5,2,0.044,0,0.956
5,3,0.935,0,0.065
5,4,1,0,0
6,1,0,0.0655,0.9345
6,2,0,0.134,0.866
6,3,0.2805,0.2475,0.472
6,4,0.719,0.276,0.005
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
