y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0,0,1
1,4,0,0,1
2,1,0,0,1
2,2,0,0,1
2,3,0,0,1
2,4,0,0,1
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0,0,1
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0,0,1
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0,0,1
6,1,0,0.006,0.994
6,2,0,0.0135,0.9865
6,3,0,0.053,0.947
6,4,0,0.1705,0.8295
7,1,0,0.0295,0.9705
7,2,0,0.8225,0.1775
7,3,0,1,0
7,4,0,1,0
8,1,0,0.024,0.976
8,2,0,0.902,0.098
8,3,0,1,0
8,4,0,1,0
9,1,0,0.815,0.185
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.264,0.736
10,2,0,0.9925,0.0075
10,3,0,1,0
10,4,0,1,0
