y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.048,0,0.952
1,3,0.928,0,0.072
1,4,0.9995,0,0.0005
2,1,0.01,0,0.99
2,2,0.6465,0,0.3535
2,3,0.999,0,0.001
2,4,1,0,0
3,1,0.0785,0,0.9215
3,2,0.9445,0,0.0555
3,3,1,0,0
3,4,1,0,0
4,1,0.0225,0,0.9775
4,2,0.835,0,0.165
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0075,0,0.9925
5,3,0.9435,0,0.0565
5,4,1,0,0
6,1,0,0.066,0.934
6,2,0,0.1375,0.8625
6,3,0.0445,0.2775,0.678
6,4,0.614,0.349,0.037
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
