y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.228,0,0.772
1,4,0.9455,0,0.0545
2,1,0,0,1
2,2,0.013,0,0.987
2,3,0.7525,0,0.2475
2,4,0.997,0,0.003
3,1,0.0005,0,0.9995
3,2,0.1705,0,0.8295
3,3,0.9655,0,0.0345
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0.082,0,0.918
4,3,0.9085,0,0.0915
4,4,0.9985,0,0.0015
5,1,0,0,1
5,2,0.0005,0,0.9995
5,3,0.1355,0,0.8645
5,4,0.875,0,0.125
6,1,0,0.0025,0.9975
6,2,0,0.0075,0.9925
6,3,0,0.0375,0.9625
6,4,0.139,0.135,0.726
7,1,0,0.0015,0.9985
7,2,0,0.46,0.54
7,3,0,0.998,0.002
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.4575,0.5425
8,3,0,1,0
8,4,0,1,0
9,1,0,0.5805,0.4195
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.166,0.834
10,2,0,0.976,0.024
10,3,0,0.9995,0.0005
10,4,0,1,0
