y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0195,0,0.9805
1,3,0.791,0,0.209
1,4,0.9975,0,0.0025
2,1,0.0135,0,0.9865
2,2,0.572,0,0.428
2,3,0.996,0,0.004
2,4,1,0,0
3,1,0.194,0,0.806
3,2,0.941,0,0.059
3,3,1,0,0
3,4,1,0,0
4,1,0.1375,0,0.8625
4,2,0.9025,0,0.0975
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0.0005,0,0.9995
5,2,0.133,0,0.867
5,3,0.9415,0,0.0585
5,4,0.9995,0,0.0005
6,1,0,0.005,0.995
6,2,0,0.0115,0.9885
6,3,0.1545,0.0445,0.801
6,4,0.871,0.066,0.063
7,1,0,0.0045,0.9955
7,2,0,0.5185,0.4815
7,3,0,0.997,0.003
7,4,0,1,0
8,1,0,0,1
8,2,0,0.256,0.744
8,3,0,0.995,0.005
8,4,0,1,0
9,1,0,0.198,0.802
9,2,0,0.979,0.021
9,3,0,1,0
9,4,0,1,0
10,1,0,0.002,0.998
10,2,0,0.5465,0.4535
10,3,0,0.9855,0.0145
10,4,0,0.9995,0.0005
