y,fzone,punt,kick,gofor
1,1,0.0015,0,0.9985
1,2,0.4625,0,0.5375
1,3,0.9965,0,0.0035
1,4,1,0,0
2,1,0.323,0,0.677
2,2,0.994,0,0.006
2,3,1,0,0
2,4,1,0,0
3,1,0.8785,0,0.1215
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.868,0,0.132
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.0965,0,0.9035
5,2,0.9635,0,0.0365
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.049,0.037,0.914
6,3,0.9405,0.053,0.0065
6,4,0.947,0.053,0
7,1,0,0.5865,0.4135
7,2,0,0.995,0.005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.2515,0.7485
8,2,0,0.976,0.024
8,3,0,1,0
8,4,0,1,0
9,1,0,0.709,0.291
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.01,0.99
10,2,0,0.6615,0.3385
10,3,0,0.989,0.011
10,4,0,1,0
