y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.2715,0,0.7285
1,4,0.962,0,0.038
2,1,0,0,1
2,2,0.016,0,0.984
2,3,0.7815,0,0.2185
2,4,0.997,0,0.003
3,1,0.0005,0,0.9995
3,2,0.1705,0,0.8295
3,3,0.9655,0,0.0345
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0.048,0,0.952
4,3,0.869,0,0.131
4,4,0.9975,0,0.0025
5,1,0,0,1
5,2,0,0,1
5,3,0.0585,0,0.9415
5,4,0.7845,0,0.2155
6,1,0,0.0725,0.9275
6,2,0,0.1455,0.8545
6,3,0,0.295,0.705
6,4,0.0245,0.4665,0.509
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
