y,fzone,punt,kick,gofor
1,1,0.9895,0,0.0105
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.9665,0,0.0335
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.982,0,0.018
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.6065,0,0.3935
4,2,0.9935,0,0.0065
4,3,1,0,0
4,4,1,0,0
5,1,0.0085,0,0.9915
5,2,0.496,0,0.504
5,3,0.9945,0,0.0055
5,4,1,0,0
6,1,0,0.068,0.932
6,2,0.0005,0.141,0.8585
6,3,0.312,0.266,0.422
6,4,0.6895,0.3015,0.009
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
