y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.041,0,0.959
1,3,0.8945,0,0.1055
1,4,0.9995,0,0.0005
2,1,0,0,1
2,2,0.0055,0,0.9945
2,3,0.665,0,0.335
2,4,0.9965,0,0.0035
3,1,0.0075,0,0.9925
3,2,0.615,0,0.385
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0.0765,0,0.9235
4,2,0.9505,0,0.0495
4,3,1,0,0
4,4,1,0,0
5,1,0.1575,0,0.8425
5,2,0.9775,0,0.0225
5,3,1,0,0
5,4,1,0,0
6,1,0.008,0.037,0.955
6,2,0.696,0.064,0.24
6,3,0.9295,0.0705,0
6,4,0.9295,0.0705,0
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
