y,fzone,punt,kick,gofor
1,1,0.009,0,0.991
1,2,0.502,0,0.498
1,3,0.9945,0,0.0055
1,4,1,0,0
2,1,0,0,1
2,2,0.0435,0,0.9565
2,3,0.8345,0,0.1655
2,4,0.9975,0,0.0025
3,1,0.0005,0,0.9995
3,2,0.322,0,0.678
3,3,0.996,0,0.004
3,4,1,0,0
4,1,0.0035,0,0.9965
4,2,0.4965,0,0.5035
4,3,0.9985,0,0.0015
4,4,1,0,0
5,1,0.003,0,0.997
5,2,0.5455,0,0.4545
5,3,0.9995,0,0.0005
5,4,1,0,0
6,1,0,0.049,0.951
6,2,0.0675,0.093,0.8395
6,3,0.8595,0.135,0.0055
6,4,0.865,0.135,0
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
