y,fzone,punt,kick,gofor
1,1,0.0015,0,0.9985
1,2,0.484,0,0.516
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.335,0,0.665
2,2,0.9945,0,0.0055
2,3,1,0,0
2,4,1,0,0
3,1,0.8835,0,0.1165
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.868,0,0.132
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.092,0,0.908
5,2,0.9615,0,0.0385
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.043,0.0365,0.9205
6,3,0.9395,0.053,0.0075
6,4,0.947,0.053,0
7,1,0,0.573,0.427
7,2,0,0.995,0.005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.24,0.76
8,2,0,0.9745,0.0255
8,3,0,1,0
8,4,0,1,0
9,1,0,0.706,0.294
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.01,0.99
10,2,0,0.665,0.335
10,3,0,0.9895,0.0105
10,4,0,1,0
