y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.054,0,0.946
1,3,0.917,0,0.083
1,4,0.9995,0,0.0005
2,1,0.0235,0,0.9765
2,2,0.728,0,0.272
2,3,0.9985,0,0.0015
2,4,1,0,0
3,1,0.1935,0,0.8065
3,2,0.974,0,0.026
3,3,1,0,0
3,4,1,0,0
4,1,0.0675,0,0.9325
4,2,0.8985,0,0.1015
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0255,0,0.9745
5,3,0.935,0,0.065
5,4,0.9995,0,0.0005
6,1,0,0.068,0.932
6,2,0,0.1415,0.8585
6,3,0.036,0.289,0.675
6,4,0.542,0.382,0.076
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
