y,fzone,punt,kick,gofor
1,1,0.0015,0,0.9985
1,2,0.5025,0,0.4975
1,3,0.999,0,0.001
1,4,1,0,0
2,1,0.3375,0,0.6625
2,2,0.9945,0,0.0055
2,3,1,0,0
2,4,1,0,0
3,1,0.876,0,0.124
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.848,0,0.152
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.072,0,0.928
5,2,0.9435,0,0.0565
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0115,0.9885
6,2,0.0305,0.034,0.9355
6,3,0.933,0.053,0.014
6,4,0.947,0.053,0
7,1,0,0.5185,0.4815
7,2,0,0.993,0.007
7,3,0,1,0
7,4,0,1,0
8,1,0,0.2055,0.7945
8,2,0,0.967,0.033
8,3,0,1,0
8,4,0,1,0
9,1,0,0.689,0.311
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.009,0.991
10,2,0,0.6595,0.3405
10,3,0,0.9895,0.0105
10,4,0,1,0
