y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0665,0,0.9335
1,3,0.918,0,0.082
1,4,0.9995,0,0.0005
2,1,0.0595,0,0.9405
2,2,0.8235,0,0.1765
2,3,0.999,0,0.001
2,4,1,0,0
3,1,0.4725,0,0.5275
3,2,0.993,0,0.007
3,3,1,0,0
3,4,1,0,0
4,1,0.436,0,0.564
4,2,0.991,0,0.009
4,3,1,0,0
4,4,1,0,0
5,1,0.009,0,0.991
5,2,0.522,0,0.478
5,3,0.996,0,0.004
5,4,1,0,0
6,1,0,0.007,0.993
6,2,0.002,0.018,0.98
6,3,0.5895,0.045,0.3655
6,4,0.9455,0.0505,0.004
7,1,0,0.0315,0.9685
7,2,0,0.7215,0.2785
7,3,0,0.998,0.002
7,4,0,1,0
8,1,0,0.002,0.998
8,2,0,0.4205,0.5795
8,3,0,0.9955,0.0045
8,4,0,1,0
9,1,0,0.2195,0.7805
9,2,0,0.9745,0.0255
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.347,0.653
10,3,0,0.9635,0.0365
10,4,0,0.9975,0.0025
