y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.084,0,0.916
1,3,0.932,0,0.068
1,4,1,0,0
2,1,0.0745,0,0.9255
2,2,0.865,0,0.135
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.5225,0,0.4775
3,2,0.994,0,0.006
3,3,1,0,0
3,4,1,0,0
4,1,0.4915,0,0.5085
4,2,0.993,0,0.007
4,3,1,0,0
4,4,1,0,0
5,1,0.015,0,0.985
5,2,0.6125,0,0.3875
5,3,0.998,0,0.002
5,4,1,0,0
6,1,0,0.007,0.993
6,2,0.002,0.019,0.979
6,3,0.6855,0.046,0.2685
6,4,0.9495,0.048,0.0025
7,1,0,0.05,0.95
7,2,0,0.7795,0.2205
7,3,0,0.999,0.001
7,4,0,1,0
8,1,0,0.0045,0.9955
8,2,0,0.4855,0.5145
8,3,0,0.996,0.004
8,4,0,1,0
9,1,0,0.2395,0.7605
9,2,0,0.9765,0.0235
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.329,0.671
10,3,0,0.961,0.039
10,4,0,0.997,0.003
