y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.048,0,0.952
1,3,0.9265,0,0.0735
1,4,0.9995,0,0.0005
2,1,0.01,0,0.99
2,2,0.6365,0,0.3635
2,3,0.9985,0,0.0015
2,4,1,0,0
3,1,0.0775,0,0.9225
3,2,0.9375,0,0.0625
3,3,1,0,0
3,4,1,0,0
4,1,0.022,0,0.978
4,2,0.8305,0,0.1695
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0075,0,0.9925
5,3,0.938,0,0.062
5,4,1,0,0
6,1,0,0.066,0.934
6,2,0,0.1375,0.8625
6,3,0.0415,0.2785,0.68
6,4,0.6055,0.3505,0.044
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,1,0
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,1,0
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
