y,fzone,punt,kick,gofor
1,1,0.8755,0,0.1245
1,2,0.999,0,0.001
1,3,1,0,0
1,4,1,0,0
2,1,0.547,0,0.453
2,2,0.9845,0,0.0155
2,3,1,0,0
2,4,1,0,0
3,1,0.575,0,0.425
3,2,0.9885,0,0.0115
3,3,1,0,0
3,4,1,0,0
4,1,0.169,0,0.831
4,2,0.895,0,0.105
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0.008,0,0.992
5,2,0.4875,0,0.5125
5,3,0.997,0,0.003
5,4,1,0,0
6,1,0,0,1
6,2,0.0345,0,0.9655
6,3,0.884,0,0.116
6,4,1,0,0
7,1,0,0,1
7,2,0,0,1
7,3,0.035,0,0.965
7,4,0.7845,0,0.2155
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0,1
9,1,0,0,1
9,2,0,0,1
9,3,0,0,1
9,4,0,0,1
10,1,0,0,1
10,2,0,0,1
10,3,0,0,1
10,4,0,0,1
