y,fzone,punt,kick,gofor
1,1,0.9995,0,0.0005
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,1,0,0
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,1,0,0
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.9975,0,0.0025
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.9075,0,0.0925
5,2,0.9985,0,0.0015
5,3,1,0,0
5,4,1,0,0
6,1,0.153,0,0.847
6,2,0.864,0,0.136
6,3,0.9995,0,0.0005
6,4,1,0,0
7,1,0,0,1
7,2,0.0005,0,0.9995
7,3,0.321,0,0.679
7,4,0.9435,0,0.0565
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0,1
9,1,0,0,1
9,2,0,0,1
9,3,0,0,1
9,4,0,0,1
10,1,0,0,1
10,2,0,0,1
10,3,0,0,1
10,4,0,0,1
